text,label
"কবি বলেছেন, অল্প বয়সে পাকিলে বাল দুঃখ থাকে চিরকাল",0
"এখানে সত্য কথা বলতে গেলে অনেকে আমাকে বকাও দিতে পারে,তারপরেও একঠুসখানি মেডিসিন তাদের জন্য যারা সবাই শুধু হিজাবী শয়তান বা বিভিন্ন রকমের বাজে গালি দিচ্ছেন তাকে,,সে যদি হিজাবী শয়তান হয়,তাহলে তার মতন এরকম হাজার হাজার হিজাবী শয়তান মেয়ে আছে,সে হিজাব পড়া অবস্ত…",1
প্রথমে ভাবছিলাম নাম ছিল খান্কি মুন এই ভিডিওটা দেখার পরে  বুঝলাম যে নাম জেন্সি মুন,1
মাল্ডারে দেক্লে ব্রাটা আৎখা চ্লিক ম্রে ওঠে..,1
নাক বুচা মুন,1
বালের সাংবাদিক,0
হিজাব কুইন না কও যে হিজাবী শয়তান,1
"হ্যাঁ ভাই হিজাব কুয়িন,,হাতে নিল পালিশ দিয়া হিজাবের ভিতরে শয়তান নিয়া বসে থাকা আরকি",1
"ভুল বলসেন ভাই,",1
রেডি করতেছি,0
হিজাবী শয়তান ও বলা হয়,1
তাইয়ের মাথায় চুল ওই নাই,0
আরে ওর তো চুল নাই,0
মালের তো ফলোয়ার বাড়বে আমরা কি আর পারব না ভাইই ফলোয়ার,0
তুই কেমনে জানিস ওর এত কিছু শালা ভন্ডামীর আর জায়গা পাসনা,0
তার মুনের মাইরে,1
হিজাবী শয়তান,1
বাংলার শয়তান,1
রেট কতো,0
ভাই আমরা তারে হিজাবি মাগি নামে চিনি।,1
হিজাবি শয়তান লিখে সার্চ দিচ্ছিলাম তার পরে,1
বরিশালের গাধা,1
নষ্টা প্রো ম্যাক্স,0
হিজাবি মাগি নামেই তাকে চিনি।,1
তুই দালাল রেম যদি পাইতাম জুতা দিয়া পিটায় তাম তোদের কোন খাইয়া দাইয়া কোন কাজ নাই,0
খুব উপকার করলি এখন সামনে থেকে সর,0
সে তো বাংলাদেশের মিয়াখলিফা,1
হিজাবি সয়তান,1
ওরা ঢাকার কাজলায় ভাড়া থাকতো আর ওর বাবা জন্ডিস ঝারায় রাস্তায় বসে আর ও অবিবাহিত কথাটা ঠিক না বিবাহিত। তথ্য দিতে চাইলে সঠিক তথ্য দিবেন।,0
অনেক ভালো,0
"আরে ভাই আপনি জেনিস মুন সম্পর্কে কিছুই জানেন না ও একটা অরিজিনাল মাগিন,,, আর ওর  হাজার হাজার বয়ফ্রেন্ড আছে",1
বেয়াদব মেয়ে,1
তাই মাগীর দুধ আতো বড় বড় কেনো...চুদা না খাইলে তো আর দুধ আতো বড়ো হয় নাই। ...সালি ১টা হেজাবি মাগী,1
হেডার কুইন বলে বলে ডাকে,0
বালসি মুন এর যে বালের কন্ঠ,1
জান্নাতি হুর,0
প্রচার সম্পাদক ও প্রসসংসা পত্র,0
জেন্সি মুন।জনি মুন হবে।,0
এরে তো দেখে মনে হয় না ২১ বছরের মেয়ে পুরাই শকট খেয়ে গেলাম।,0
বিরাট উপকৃত হইলাম এত বড় গুনী মানুষের তথ্য জাইনা!,0
শয়তানের আম্মা,1
সালা তোরা আর মানুষ পাস না ভিডিও বানানোর জন্য এইসব টিকটক মারানী নিয়া কেন ভিডিও বানাস?,1
ভাই ওকে চুদাতে জত টাকা লাগবে আমি দেব কিন্তু একটাই কথা ওকে আমার চুদাতে হবে,1
একটা খানকি তুই,1
শাউয়া জানো তুমি চোদানির ফো এই মাগি বিয়া করছে পোলার নাম ইমন ওর গারির ডাইবার জেই পোলাডার আগে ছবি দেখছো ওইডাই সব কিছু না জাইনা কিছু করবানা চোদনা আবার কইলাম পোলা কিন্তু ওর গারির ডাইবার,1
"সেতিরে কুইন কইলে, কুইনরে কি কইবো",0
জীবন্ত ইবলিস,1
কে এই মেয়েটা আমি তো তাকে এই প্রথম দেখলাম। তাহলে কি আমি চান্দের দেশে বাস করি,1
খানকি,1
তার সোনা  কালা,0
হেতে মারা  খাওয়া পাবলিক...উপ্স কি ফিগার মাইরি,1
তাহলে তুই যাই ওরে বিয়া কর,0
ফালতু বলিসনা ও তো মাগি,1
যতোসব ফালতু জিনিস প্রমোট করতে আসলেনআর ভালো কিছু চোখে পড়ে না?,1
ফুরাই ফালতু লাইক এ  বস্তি,1
শয়তান মহিলা কি আর কমু থাক আর কইলাম না।,1
হিজাবী শয়তান,1
এই মাগীরে টিকটক লাইক কমেন্ট বক্সে কমেন্ট কইরা তাকাইয়া গালি দিতে পারে কমেন্ট বক্স বন্ধ করে লিখে রাখে না হয়ে উপায় আছে,1
বাল সাল মাইয়ারা ই বড়িশালের নাম ডুবাইলো,1
খানকি টাইপ,1
"ফালতু মেয়ে,নির্লজ্জ,বেহায়া",1
এই মেয়েটা বার বার আলোচনায় আসে তার কদর্য কার্যকলাপের কারনে আসলে অনেক ভক্ত ছিলাম তার কিন্তু এসব দেখলে নিজের কাছে খারাপ লাগে।  কেনো?  অনেক গর্জিয়াস ভাবেওতো অনুস্ঠানটা করা যেতো।  ভালো কিছু করেন আমরা যাতে আপনার প্রসংসা করি।।,1
পরি মনি হচ্ছে  বাংলার  সানি লিওন,1
আকতা পাগল ছারা আর কিছু না,1
তোর উপর আল্লাহর গজব পড়ুক,1
পরি মনি হলো সব থেকে ভালো  মেয়ে,0
শয়তানত শয়তান থাকে কখনো পরিমনি ভালো হবে না আপনার দের কি মনে হয়,1
এই মেয়েটা সমাজকে দূষিত করবে।,1
বাংলাদেশের এক নম্বর পতিতা ও বাশার রানী হইছে পরী মনি...আর নস্টমিতে এক সোমাজের মায়া গুলি অর্ধেক নস্টো হইয়া গিয়াছ। নায়েকা হোলেই কি আমন নস্তামি আর পুরুষদের নিয়া নস্তামি করতে হবে টের নানার সামনে…,1
কবিরাজ সামিয়া বেগম দেয়া হয়,0
অর ভদার ভিতর দিতে হবে তাহলেও ভালো হবে কিনা তাও জানিনা,1
আমি আশংকা করছি,0
খারাপ পোরিমোনি,1
তিনি একজন চমৎকার অভিনেত্রী ছিলেন,0
সবকিছু বলুন,0
পরী একটা খারাপ মেয়ে,1
পরী মনি লং ফ্রক লুঙ্গি নাচ লুঙ্গি তামিল ভাষায়,0
পরী মনি পাপন ভিন্ডি বক্তৃতা খুউব ভাল লাগে,0
পরিমনীকে খারাপ মন্তব্য করার কারনেই পরিমনীর পাগলামো টা শুরু হইছে কিন্তু আসলে পরিমনী এতোটা খারাপ নয়,0
এত খারাপ একজন অভিনেত্রী কীভাবে মিডিয়ায় সুযোগ পাবেন?,1
আল্লাহ তাকে হেদায়েত দান করুন,0
পরি মনি অনেক ভালো মেয়ে,0
হাহা পরিমনি এইবার চেলেদের লুংগী টা ও নিয়ে নিলো,0
পরীমনিকে কিসের পরীমনি,0
এসব বাজে জিনিস না দেখিয়ে ভাল কিছু দেখান।,0
দুই নম্বর মেয়ে,1
অভি ভাই ভিডিও গুলো কেমন লাগে,0
মাগি পরীমনি,1
খুব সুন্দর,0
বেয়াদব একটা,1
আমি চাই আবার  ছবিতে  কাজ  করুক,0
বেশ্যা একটি পাঠ শিখেনি,1
সে কি মুসলিম?,0
বাংলার নাইকা ছানি লিওন,0
তুমি বেশ্যা,1
এর মাথায় সমস্যা আছে,1
বালের ভিডিও বানানো ছারা আর কোন কাজ নাই,1
পরীমনি একটা বাজে মেয়ে,1
ছিছি  পরিমনি,1
পরীমনি একটা খারাপ মেয়ে,1
এতেরে চোদবো আন্য বেটারা,1
তিনি একজন ফালতু অভিনেত্রী,1
আওয়ামিলীগ নেতারা পারি মনি  কে  দিয়ে  এনজিও করে রাতে হোটেল,1
এসব বালছাল বন্ধ করেন,1
আল্লাহ হাদায়েত কোরুক,0
চোখের লোজ্জা না থাকলে এ্ অবস্থা,1
তোদের মত লোক ভাইরাল করা আছে সব মহিলারা কিভাবে,1
খানকি পোতিতা কেউ হার মানালো,1
আমি পরীমনিকে ঘৃণা করি,1
পরিমনি মাগি,1
ফালতু মেয়ে,1
বিরক্তিকর পরিমনি,1
"কাহিনীটা শুনে একটানা তিনঘন্টা কান্না করলাম..আমি আমি সেন্সহীন,হসপিটালে ভর্তি আছি",0
এক ফালতু জোঘোন্নো মেয়ে,1
পরীমনি মূলত একজন পর্নস্টার,1
ফালতু মহিলা একটা,1
আপুমনির কাহিনী কি আর শেষ হবে না,0
দশ টা বিয়ে করেছে টাকা দিলে আর ও দশ টা করবে কারণ এই মেয়ে স্বামী কি জিনিস চিনে চিনে শুধু টাকা,1
পরিমনির স্তন অনেক বড়,1
নটিরা আর কি কি করবে,1
আমার বলতো লজ্জা করতাছে দুনিয়াতে তো আর অভিনেত্রী আজ দেখলাম কিন্তু এরকম দেখি নাই কি আজব দুনিয়া,0
পরীমনি একজন নিচতলা ভাড়া দনী নর্তকী বেশসা বেয়াদব মেয়ে,1
তুমি নিজেকে মুসলিম বল কিন্তু,0
পরীমনি একটি জাতীয় পতিতা,1
ওরে চোদা দে সবই মিলা,1
সাবাই বলে পরিমনি আমি বলি সবচেয়ে খারাপ মেয়ে,1
পরীমনি কে রিমান্ডে  দেন,1
এখন নাম দিছে সানি লিওন,1
ও খানকি মেয়ে এটা ছারা আর কি জানে।,1
"এই প্রথম বাংলাদেশে ঢাকাইয়া বিয়ের লাইভ অনুষ্ঠানে শুটিং করা উরাধুরা বিয়ের গান ভাইরাল হল। ""আজ মাইয়ার বিয়া""",0
খানকি পোতিতা কেউ হার মানালো,1
কিভাবে চোদা দিয়ে... আই মাগি হোইয়া গেলো পুটকি মুনি। খানকি মুনি,1
ফালতু মেয়ে,1
আরমা সবাই মাগি নামে চিনি,1
পরি মনি হচ্ছে  বাংলার  সানি লিওন,1
ওতো মানসিক রুগি পাবনা তে নেওয়া হইক বেয়াদব  মাগিরে লজ্জা  ছাড়া  তা না হলে পুরুষে লংগি পরে,1
বালের ভিডিও বানাও মিয়া।খানকি নিয়ে।খানকি তো খানকি।এখানে বলার কি আছে,1
যে দেহ ব্যবসা করে খায় এর থেকে ভালো আর কি পারে,1
আমার একটা শর্ত,0
ওর সোনা দিয়া কি আর সামলাতে পারেনা সেক্স মারার ঔষধ খাওয়ায়নি খান কি ব্যবসা,1
আমাকে ইনবক্স কর,0
হ্যালো! আমি আপনাকে বিকাশ অ্যাপ ডাউনলোড করার জন্য আমন্ত্রণ জানাচ্ছি। সাইন আপ করুন এবং এই লিঙ্কটি অনুসরণ করে ডাউনলোড করুন:,0
লুচ্চা,1
লুঙ্গি ড্যান্স দেখে গিটারের তার মার ছিড়া লইছি,1
ইনাকে নিয়ে এত নাচানাচি  করার দরকার কি,1
"এই শহরে সবচেয়ে বেশি সফল ব্যবসায়ীরা,",0
বাংলাদেশের অন্যতম নির্লজ্জ নায়িকা।।,1
প্রিয় সাংবাদিক,0
"এইবার পরিমনির কিছু হলে, জ্বলবে আগুন ঘরে ঘরে",1
আদালতের এই রায় মেনে নেওয়া যায়না।পতিতা শারীরিক অংগভংগি না করলে রুটি রুজির রাস্তা তৈরি হয় কীভাবে?এই ভংগিমা দিয়েই তহ বড় বড় খদ্দেরদের মন কাড়ে।,1
তারপও তার জামিন কেম্নে আসে!!!!,1
অন্যতম নায়িকা  হাস্যকর,1
আদালতের নির্দেশ বেশ গুরুত্বপূর্ণ বিশেষ করে শিশু - কিশোরদের কথা বলা হলেও যুবকদের জন্য আরও ক্ষতিকর! পোশাকের এমন ধরন শুধু পরিমনির জন্য করলে ভুল হবে স্কুল -কলেজ  বা বিশ্ববিদ্যালয়ের ছাত্রীদেরও এমন নির্দেশ দেওয়া উচিৎ।,0
বুজলাম না দেশে কি আর কনো খবর নাই।এই নষ্টা মেয়ের খবর কত আর সনবো।,1
আদালত কে অনেক অনেক ধন্যবাদ,0
তাকে এভাবে ভরে দিলেও লজ্জা হবেনা,1
"পরিমনি উষ্ণতা ছড়াচ্ছে বলেই ঢাকায় এত কম শীত। তার উষ্ণতায় যুবক, বৃদ্ধ কেউই আর শীতের কাপড় পরেনা বললেই চলে।",1
এই ছবিগুলো সরাতে বুঝি ৩০ দিন লাগে?,1
পরী মনি সানিলিওন এর বড় বোন,1
আদালতের আইনজীবীর সাথে মনে হয় বনি বনাতে মিলে নাই তাই ক্ষোভে পরীকে নোটিশ পাঠানো হইছে।,1
"পরী চাইছিল আকাশে উড়তে,ডানা ভেঙে মাটিতে পড়বে কল্পনা করেনি।",0
সুন্দর একটা ব্যবস্থা নেওয়াহইছে।,0
লজ্জা শরম থাকা উচিত ওকে বাংলাদেশ চলচ্চিত্রের থেকে ব্যান করা উচিত,1
আরে ভাই ওরে ডি এন এ নিয়ে পরীক্ষা করালে কত নেতার ডিম্বানু আছে তা সর্বসাধারণ জনগণ জানতে পারবে,1
সফল চামরা ব্যবসাহি,1
নিলজ্জা বেহায়া মহিলা,1
আহারে বেচারী পরীমনি..,0
গায়িকা নায়িকাদের কার্যক্রম বনধ হোক 1 এ গুলো চরিত্র দুষনের হাতিয়ার 1 ইসলামী সূশাসন চাই মুক্তির জন্য 1,1
আলহামদুলিল্লাহ এমন একটি সংবাদ শুনে,0
ও সব সময়,0
আপনারা এমন করতেছেন কেন আমাদের পরি মনি সানি লিওনের সাথে পাল্লা নিতে চাইতেছে,1
সব ছবিতো আপনাদের ভিডিও তে দেখিয়ে দিলেন!,0
পরিমনির ব্যবসায় ভাটা পড়ে গেল,1
"ওকে চলচিত্রে থেকে বাদ দেওয়া হোক, কারন ওএকটা নষ্টা মেয়ে,",1
আলহামদুলিল্লাহ,0
"জানি না কেন লোকে এই মেয়েটাকে  অভিনেত্রী বলে? চরম বেয়াদব,",1
দেয় লাড়া চিনি চাড়া,1
আহা!,0
দুনিয়ার সবার লিংক বের হয় এই বালডার হয়না কেন.....,1
অ্যাই ফালতু নাইকা কে দেশ থাকা বাহির করি দাও হক।নাইকা নামার কলংকো,1
আদালত কে সর্বোচ্চ সম্মান প্রদর্শন করা উচিৎ।,0
খুব কষ্ট তাই না পরী বেবি,1
কোনোকিছু তে সফল না হলেও,0
আ ফালতু নাইকা কে দেশ থাকা বাহির করি দাও হক।নাইকা নামার কলংকো,1
পোরিমনি হোলো কল গার্ল,1
ভালো সিদ্ধান্ত,0
আলাহামদুল্লিলা,0
পরির চামরা সাদা এগুলো কোন ব্যাপার না,1
আরো কোতো কি দেহাম গু আপা,1
ইয়েস,0
থিক সিদ্ধান্ত নেয়া হইসে..নির্লোজ্জো একতা মেয়ে..উচিত শিখা পাক,1
সহমত পোশন করছি।,0
হাজারো ছেলের ক্রাশ,0
"ও তো নষ্ট মেয়ে এর দারা যুব সমাজ নষ্ট হচ্ছে আর তাকে যারা সাপোর্ট দিচ্ছে তাদের কেও শাস্তি দেওয়া দরকার। এইটা বাংলাদেশ এই দেশের সভ্যতা বলতে প্রতা রয়েছে,এই দেশে আযান দিলে মা বোনেরে মাথায় কাপড় দেই,অযু করে নামাজ পড়ে,সে দেশে পরিমনির মত মেয়েরা অশ্লীল ভাবে চলাফে…",1
টিক,0
ভাল্লাগছে,0
ধন্যবাদ উচ্চ আদালত।,0
"উত্তর কোরিয়াতে থাকার কারণে হাসতে পারলাম না,",0
বন্ধু পরীকে বিয়ে করে দিনের পথে আনতে চায়.,0
হাইকোর্টের সেই বিচার পতি কোথায় তাকে দিয়ে পরি মনির জুতা মোছায়তে হবে,1
পরিমনিকে নোটিশ করে ভাইরাল হতে চায়,1
"তোমার কাছে আমার আত্মসম্মান প্রয়োজন নেই, কারন তুমি আমার একটা নিজের মানুষ",0
অশ্লীল কি জিনিস ওর জানা নাই,1
আর পারব না তোমার ক্রাশ আর অশ্লীল মার্কা পিক দেখতে,1
বাংলার মিয়া খলিফা,1
উফ আ মাল পলিটা,1
পরিমনির কমেন্ট বক্স উন্মুক্ত করার জন্য রিট করতে চাই। বেদ্দপ ছেরি টা কে কমেন্ট বক্স এ না ধুইতে পারলে আর শান্তি হচ্ছে না। শুধু হা হা দিয়ে ক‌ইলজাত শান্তি লাগে না,1
সহমত,0
বাল এর পরী লইয়া নাচনাছি...অর জা শোব তো দেখি পাবলিক.... ওগুকো শোরাইল কি হোইবো...কোন বাল হোইবো...ভালো খবর,1
এবার আমাদের মত একক ছেলেদের কি হবে,0
ফাসি হবে আগুন জ্বলে পরিমনির ঘরে ঘরে,1
তার এখন নিজ দায়িত্বে আত্মহত্যা করা উচিৎ,1
বুজলাম না দেশে কি আর কনো খবর নাই।এই নষ্টা মেয়ের খবর কত আর সনবো।।,1
"এই নষ্টার বিচার কি হবে না এই দেশে,,, আল্লাহর লানত",1
ভালো,0
ভালো উদ্যোগ,0
ধন্যবাদ,0
সাবাস কোট কি বললো দেখার বিষয় নয় কারন বিচারপতি নিজেই আমার কাছে ক্ষমা চায় । আর গফার চৌধুরীর মত লোক তও রয়েছেই,0
পরিমণির রূপ আছে বলে সে রূপ দিয়ে দে'হব্যবসা করে টাকা কামায়। এতে পুরুষদের বিশেষ অঙ্গে এত আঘাত লাগে কেন? দে'হব্যবসা করা খারাপ কিছু নয়। বরং এটা নারীর সাহসীকতার পরিচয়।,0
নিষ্পাপ পরীটার বিরুদ্ধে গভীর ষড়যন্ত্র হচ্ছে!,0
কোন ভিডিও না থাকলে লুজ্ঞি উলটায়া দেখাইলা হেইটা কি লে হালুয়া,1
মুরাদকে ফোন দাও তুলে নিয়ে আসবে,0
খারাপেরা কখনো তাদের খারাপ দেখে না। তাদের কাছে মনে হয় তারা যা করেন সব ই ভালো।,0
"যে দুই উকিল ঐ নোটিশ পাঠিয়েছে, ভালো করে খোঁজ নিলে দেখাযাবে তারা পর্ণ ভিডিওর নিয়মিত দর্শক !",1
তাদের ভাগের চাওয়া পূরণ করলেই সব ঠিক হয়ে যাবে। তোমাকে খাওয়ার ধান্দায় সবাই।,1
"ক্ষুব্ধ প্রতিক্রিয়া জানিয়ে পরীমনি বলেন, ‘সবাই আমার পেছনে লাগে কেন রে ভাই? জন্মদিনের অনুষ্ঠানের পর আমাকে অপমান করে যে ভিডিওগুলো বানানো হলো, অনুষ্ঠানের গান বাদ দিয়ে অশ্লীল গান জুড়ে ভিডিওগুলো ভাইরাল করা হয়েছে। এখন খেলা জমে যাবে। আমি উল্টো ওদের নামে অভিযোগ দেওয়া ",0
মাহিয়া মাহির জন্য চিত্রজগৎ লজ্জিত।,1
পরীমনির পেজ থেকে একটু ঘুরে আসি,0
সতী সাবিত্রী অপ্সরা,1
ঠিক!!,0
"চোরের মায়ের বড় গলা, ঠিকই আছে",1
"সানি লিওন যদি তার স্বাভাবিক কর্মকান্ডের ভিডিও সরিয়ে ফেলে, তাহলে তার স্বকীয়তা বলে আর কি থাকে",0
ক্ষমতার অপব্যবহার থাকলে যা হয় আর কি। উপর লেবেলের আশির্বাদ আছে তো তাই।,0
"পরির ডানডাটা, ঘোরারচেও মোটা",1
"ওদের বিরুদ্ধে তাড়াতাড়ি ব্যবস্থা নিন, ওরা আমাদেরকে বঞ্চিত করতে চায় আপনার রুপের যাদু থেকে। ওদের কথায় কান দিবেন না, সব আইটেমের পিক আপলোড করে আমাদের ধন্য করে দেন।",1
"বৃষ্টির পানিতে শাড়ি পরে যে নাচ দিছো,ঐটা তো ঠিকই আছে পেজে",1
"আমরা জানি, তারকাদের পেছনে কারা থাকে, বিশেষ করে নাইকাদের সুতরাং আপনারা অনেক কিছু পারেন",1
সে একজন সাদাসিধা মেয়ে,0
নিষ্পাপ টাকলা মুরাদ কে পাপি বানানোর মূল হোতা আমাদের বাংলাদেশের পুরুষ সেবাদান কারি মিসেস ফুরিমনি,1
অনেক খারাপ ফটো আছে,1
তোমাকে যারা ব্যথা দেয় তাঁরা মহাপুরুষ!,1
গ্রামের জরিনা থেকে ঢাকায় আসে হইছে পরীমনি,1
পুরা দেশটারে সুদে দাও তুমি।,1
এবার এই বিচারক এর মনে হয় ক্ষমা চাওয়া ই লাগবে।,0
আপু ওই জে চেয়ার ই বোস সাদা একতা পোষাক পোরে ছবি তা দিসিলেন ঐটা সোরায়েন প্লিজ।,1
উনি ধোঁয়া তুলসীপাতা!,1
তুমি আনটি আমাদের মান সন্মান ধুলাবালি করে দিলে,1
আমার পরীটা,0
এই জন্যই আমি তোমাকে আই লাভ ইউ।,1
আচ্ছা এই পরী কে তিন তলা ছাদের উপর থেকে ছেড়ে দিলে উড়তে পারবে,1
"ঠিক, ধন্যবাদ পরীমনি মুখ খোলার জন্য",0
"পরীর  শেকড়  অনেক  শক্ত ,  অনেক  গভীরে ।  ইচ্ছা  করলেই  তার  বিরুদ্ধে  কিছু  করা  যাবে  না ।",1
" তার মত একজন পর্নস্টার হাইকোর্টের নির্দেশ অমান্য করে, বাংলাদেশের আইন ব্যাবস্থা কে অপমান করে! অবশ্যই তাকে উপযুক্ত শাস্তি দেওয়া উচিৎ। এবং তার ছবি গুলো নিষেধাজ্ঞা করে দেওয়া উচিৎ।",1
চোরের মায়ের বড় গলা,1
"এমন একটা গুরুত্বপূর্ণ নিউজ দেওয়ার জন্যে, মাদারবোর্ড হাম্বাদিক ভাইকে ধন্যবাদ জানাই!",1
"এটা বললে আরো বেশী ভালো হত যে, এগুলো শীতকালীন ভিডিও! শীতের সাথে মানানসই!!  গরমকাল আসলে বিষয়টি বিবেচনা করা হবে!",0
আপনি পারবেন এটা আমরা জানি।,0
তীব্র নিন্দা জানাই,1
"তিনি একজন সফল বিজনেস ম্যাগনেট !! অবলা সরলা সতীসাবিত্রী নাম্বার ওয়ান ভার্জিন  নারী জাতীর নয়নের মনি তসলিমা নাসরিনের প্রিয় ব্যক্তি মিয়া খলিফার সফর সঙ্গী,, দুই বাংলার আইকন তাকে নিয়ে স্বরযন্ত্র  মেনে নেয়া যায় ",1
পাশে  আছি পরি আফা,0
চামড়ার যে শক্তি তা আমরা বিচারপতির ক্ষমা চাওয়ার মাধ্যমে বুঝতে পেরেছি । অবশ্যই তুই তাদের বিরুদ্ধে ব্যাবস্থা নিবি।,1
আমার পরিসোনাটার বিরুদ্ধ ষড়যন্ত্র চলছে।,1
সাকলায়েন ভাইকে দেখার অনুরোধ রইলো,0
আমি থাকতে পরির কিছুই হবেনা,0
পরি তুমি জানো আমি তোমার খারাপ চাইনি কখনো।তুমি কাদের কাক্কুর সঙ্গে কথা বলো তিনি খুব দয়ালু সারারাত তোমার কষ্টের কথা শুনবে আমার বিশ্বাস।,1
এ সব মাহির চক্রান্ত,1
সবি লুঙ্গীর কার সাজি,1
আহ,0
নিশ্চিত জান্নাতী,0
উত্তর কোরিয়াতে থাকার কারণে হাসতে পারলাম না।,0
তার আইডি ব্যান করা হোক।,1
সাবধান তোমরা মামলা হবে কিছু দিনের মধ্যে,1
"বেতের বেবি স্ট্যান্ড দোলনা, যেকোন সময় অর্ডার করুন দেশের যেকোন প্রান্ত থেকে। এবার বাবু দুলতে থাক আরামে। আমাদের এই পণ্যটি টিকসই এবং মজবুত। রংপুর হস্তশিল্প ঘর",0
ব্যবস্থা না করে বরং হালখাতা করো।বাকি বকেয়া থাকলে উঠে আসবে...,0
সোনামনি তার পারমাণবিক রুপ দিয়ে তাদেরকে ধ্বংস করবে,1
পই পই করে হিসাব নিবেন,0
পরিমনির কিছু হলে জ্বলবে আগুন ঘরে ঘরে।  পরিমনি তোমার  ভয় নাই রাজপথ ছাড়িনাই। পরিমনি তুমি এগিয়ে চলো আমি আছি তোমার পাশে।,1
নে ব্যবস্থা,0
পরী মনি কে সরকার। ফান্ড থাকা কাপুর কেনের জোন্নো কিচু বাজেট বরাদ্দ আর জোন্ন জোড় দাবি জানাই।,1
"‘চুরি তো চুরি, আবার সিনাজুরি’",1
এক্সপার্ট মুরাদ কে দিয়েই তোমার চিকিৎসা সঠিক হবে। যতদিন তোমাকে মুরাদ চিকিৎসা না করবে ততদিন তুমি বক বক করবাই।,1
মাও বাপ মরা মেয়েটার প্রতি এতো অত্যাচার উপরওয়ালা সহ্য করবেন না। পরিমনীর জন্য দোয়া ছাই,0
নষ্টামীতে শীর্ষে,1
"উত্তর কোরিয়ায় আছি বলে হাসতে পারলাম না, নিষেধাজ্ঞা উঠলে হেসে নিবো।",0
সবডি মিল্লা পরিটারে খেপায়,1
মেয়েটার সাহস আছে বলতে হবে।চোরের মার বড় গলা,1
আমিও আছি আপু আপনার সাথে অন্যায়ের প্রতিবাদ করতে হবে আমাদের।,0
সতী নারি,1
পরী আমি আছি তোমার পাশে,1
ভাই আপনদের দোহাই আর ই দেশ রে নিয়ে খবর কইরেন না...,0
আ্যহ.... আহা গো,0
শরীর আমার সিদ্দান্ত আমার!,0
"বেয়াদবের স্হান কোথাও নেই,সে হোক ইহকাল কিবা পরকাল।",1
কমেন্ট অপশন বন্ধ রাখচে কেন? দেখে কতজন তার পক্ষে যায়।,0
মুরাদ ভাই তোমাকে হাড়িকেন দিয়ে খুজছে,0
"দিদি তুর চামড়া যত দিন  থাকবে টাইট,",1
তারা টাকা দেইনি তাদের বিরুদ্ধে,0
দেখি এবার হাতের মেহেন্দিতে কি লিখে?,1
আমি এর তীব্র নিন্দা জানাই,0
পা থেকে মাথা পর্যন্ত পুরোটাই অশ্লীল,1
"বাংলার মাটিতে কি এমন কেউ নাই, যে এই কুরুচিসম্পন্ন বোধবুদ্ধিহীন প্রাণীটিকে সকাল বিকাল থাপড়ানী দিতে পারবে?",1
অল্প পানির মাছ বেশি পানিতে পরলে যা হয়,1
এর পর বলবে যারা আমার ভিডিও দেখছে তাদের নামেও মামলা করব।কি অদ্ভুত ব্যাপার!!! গনেশ উল্টে গেলো।,1
আমিও পরীমনির নিয়মিত দর্শক।,0
বেয়াদব একটা,1
"একটু গাজা হবে, আনন্দে খাইতাম",0
আহাগো।,0
যে যত খারাব তার দাম তত বেশি হাইরে বাংলা।,0
কথা সত্যি,0
উত্তর কোরিয়াতে থাকার কারণেই হাসতে পারলাম না। নিষেধাজ্ঞা উঠলে পুনরায় হাসব।,0
পরী আস আমি তোমাকে আগল দিয়া রাখব,1
ইতির পুরা পেইজ সরিয়ে দে,1
দিলো তো ঘুরিয়ে,0
"উত্তর কোরিয়ায় আছি বলে হাসতে পারলাম না, নিষেধাজ্ঞা উঠলে হেসে নিবো।",0
"মাল গুলো ঝুলে গেছে, পেছন সাইডটা ভালো লাগে।",1
পেইজে নেই অন্যত্রে যেগুলো আছে সেগুলোর কি হবে?,0
এবার ক্ষমা চাওয়ার পালা,0
বছরের প্রায় শেষ দিন অব্দি তোদের পাগলামিতে আর সাই দিতে মন চাইছে না,0
"মুরাদ ভাইকে খবর দে,,",0
আপনের পেইজের প্রোফাইল পিক টাই তো নাউজুবিল্লাহ মার্কা,1
একদিন আমিও একটা মুভি তৈরী করবো,0
আমি না আমরা,0
তাতে আমার বাল চেডা গেলো,1
"ঠিক আছে, যারা এমন করছে তারা সবাই পেন্ট খুলে বসে থাকবে আপনি গোসল করে চলে আসবেন",1
বিচার ব্যবস্থা তো এখন নটিদের কথায় চলে। বেবস্থা নিতেই পারেন।,0
"পরি মনি খারাপ ছবি+ভিডিও ডিলেট করে  দিলেও,  আমাদের দেশের নিউজ গুলি প্রচার করবে তারা কখনো বন্ধ করবে না",0
বেশী বাড়িস না।,1
কেউ ডাউন লোড করে থাকলে আমাকে ইনবক্স করুন,0
আসলেই নেই,0
"এভাবে পরীক্ষা প্রশ্ন ফাঁস করা উচিত না,সাংবাদিক ভাই",0
জুতা রাখছি তোর জন্য।,1
এই হিজাবি পর্দা করা নিস্পাপ পরীমনি নাকি কখনও অশ্লীল ছবি শেয়ার ই করে নাই।এতদিন তাইলে এইগুলা কার পিক দেখে এত্ত গুলা শ্যাম্পু নষ্ট করলাম ভাউ??,1
নগ্ন ছবি গুলো কি কোন বিড়াল এর?,1
